ward,target
21306011: Ward 11,31.599238535956278
21306012: Ward 12,37.06587739207788
21306013: Ward 13,34.79938402851444
21306014: Ward 14,26.835623238176765
21306015: Ward 15,29.15692203067229
21306016: Ward 16,29.07149247453348
21306017: Ward 17,37.346802607027925
21307001: Ward 1,42.31171767435667
21307002: Ward 2,41.35493247994968
21307003: Ward 3,38.84560842588828
21307004: Ward 4,39.87092083532579
21307005: Ward 5,40.3795602258012
21307006: Ward 6,40.060681139555236
21307007: Ward 7,40.622215887590265
21307008: Ward 8,36.42931293036226
21307009: Ward 9,35.1041952693069
21307010: Ward 10,31.08213957164465
21307011: Ward 11,29.221356627006976
21307012: Ward 12,40.55181924178442
21307013: Ward 13,42.53066248693853
21307014: Ward 14,38.43275331654611
21307015: Ward 15,40.1248335023851
21307016: Ward 16,39.92076619889231
21307017: Ward 17,37.75874455703865
21307018: Ward 18,37.939375775797274
21307019: Ward 19,40.52836787654467
21307020: Ward 20,40.86664056928505
21308001: Ward 1,20.44495030344775
21308002: Ward 2,30.31026017211446
21308003: Ward 3,34.86691728705744
21308004: Ward 4,24.892190495177545
21308005: Ward 5,30.955483482574106
21308006: Ward 6,32.74707279942755
21308007: Ward 7,37.04489981327801
21308008: Ward 8,35.46017402260661
21308009: Ward 9,37.81622241897097
21401001: Ward 1,34.634235322169474
21401002: Ward 2,28.46419228392589
21401003: Ward 3,25.619462126038332
21401004: Ward 4,25.420628659101244
21401005: Ward 5,33.820632034338715
21401006: Ward 6,38.27973960430961
21401007: Ward 7,38.665067250476554
21401008: Ward 8,41.21676334442567
21401009: Ward 9,34.855620615245144
21401010: Ward 10,39.67468203613305
21401011: Ward 11,38.20392981181868
21401012: Ward 12,39.517189543454684
21401013: Ward 13,42.25803745782056
21401014: Ward 14,40.6832631223669
21401015: Ward 15,40.737794682775615
21401016: Ward 16,36.766360501111095
21401017: Ward 17,26.298774395283676
21402001: Ward 1,36.73334932576436
21402002: Ward 2,37.7132166246565
21402003: Ward 3,36.096830995029336
21402004: Ward 4,36.39386462654438
21402005: Ward 5,38.44339280412444
21402006: Ward 6,36.87313023512039
21402007: Ward 7,35.95689210715277
21402008: Ward 8,30.34008447798941
21402009: Ward 9,34.40126163467863
21402010: Ward 10,28.451380871485803
21402011: Ward 11,34.74394956344919
21402012: Ward 12,34.1916245549187
21402013: Ward 13,36.57250164234266
21402014: Ward 14,28.702234230181155
21402015: Ward 15,23.49920457223852
21402016: Ward 16,23.647575627565697
21402017: Ward 17,36.336786625290934
21503001: Ward 1,40.48309697738314
21503002: Ward 2,40.83786360706823
21503003: Ward 3,42.691237602348494
21503004: Ward 4,39.92737139626096
21503005: Ward 5,41.50869989917635
21503006: Ward 6,33.718584296987196
21503007: Ward 7,38.2807286395795
21503008: Ward 8,40.57238043893392
21503009: Ward 9,35.86658939718213
21503010: Ward 10,40.56577238689319
21503011: Ward 11,38.48504758337053
21503012: Ward 12,42.78935562412251
21503013: Ward 13,36.763881166856265
21503014: Ward 14,31.34082017780265
21503015: Ward 15,24.409964556848195
21503016: Ward 16,38.22638445308699
21503017: Ward 17,36.569677055137355
21503018: Ward 18,42.47217285213175
21503019: Ward 19,32.392097739054044
21503020: Ward 20,36.18861412561193
21503021: Ward 21,34.81323380771325
21503022: Ward 22,36.82377352571693
21503023: Ward 23,40.91971135376702
21503024: Ward 24,40.804572234769786
21503025: Ward 25,42.01424274300202
21503026: Ward 26,40.51024547894659
21503027: Ward 27,37.56554493506294
21503028: Ward 28,39.9113750472834
21503029: Ward 29,38.31607365224878
21503030: Ward 30,41.554906912068
21503031: Ward 31,41.278548140734394
21504001: Ward 1,41.54902495097061
21504002: Ward 2,39.540495225946465
21504003: Ward 3,40.71528650442751
21504004: Ward 4,39.57687348214759
21504005: Ward 5,36.327205502359014
21504006: Ward 6,26.010257269140784
21504007: Ward 7,41.754178963589744
21504008: Ward 8,41.58017637528021
21504009: Ward 9,40.511178039637365
21504010: Ward 10,40.45465114531892
21504011: Ward 11,42.971623373538606
21504012: Ward 12,41.80667660416675
21504013: Ward 13,40.61627866428053
21504014: Ward 14,40.943257494460866
21504015: Ward 15,37.98857484887966
21504016: Ward 16,41.8226801919504
21504017: Ward 17,41.456531543924925
21504018: Ward 18,43.13831489082007
21504019: Ward 19,39.85740282932003
21504020: Ward 20,39.624684412855494
21505001: Ward 1,40.63469326330299
21505002: Ward 2,44.05898808543181
21505003: Ward 3,40.48533073139042
21505004: Ward 4,40.81240550797743
21505005: Ward 5,43.167328039768066
21505006: Ward 6,42.37353880937685
21505007: Ward 7,31.655799100989846
21505008: Ward 8,37.8756514204682
21505009: Ward 9,34.51385021690436
21505010: Ward 10,35.02490902314419
21505011: Ward 11,32.61955118742533
21505012: Ward 12,31.81732844381516
21505013: Ward 13,34.469457787575564
21505014: Ward 14,38.03833300009827
21505015: Ward 15,36.61548523867513
21505016: Ward 16,41.49505521037249
21505017: Ward 17,41.99278178888125
21505018: Ward 18,41.401973119622085
21505019: Ward 19,41.529436260394846
21505020: Ward 20,41.248564671328246
21505021: Ward 21,33.742554368859835
21505022: Ward 22,44.28083962484904
21505023: Ward 23,44.300467793447
21505024: Ward 24,41.24188134609665
21505025: Ward 25,41.12706756400745
21505026: Ward 26,42.920642797658616
21505027: Ward 27,42.96158859533619
21505028: Ward 28,42.452243974900156
21505029: Ward 29,38.14968192544666
21505030: Ward 30,38.0636651436453
21505031: Ward 31,41.00626330078451
21506001: Ward 1,41.55910567503761
21506002: Ward 2,32.34695490383924
21506003: Ward 3,36.41364611206407
21506004: Ward 4,36.53680914261092
21506005: Ward 5,36.95437034459265
21506006: Ward 6,32.095789435810914
21506007: Ward 7,37.97313837648892
21506008: Ward 8,40.71199300396391
21506009: Ward 9,36.47976668300512
21506010: Ward 10,42.24679854819923
21506011: Ward 11,43.41050093708827
21506012: Ward 12,37.34920024312486
21506013: Ward 13,42.668322343494346
21506014: Ward 14,35.366964593572526
21506015: Ward 15,31.857941427801034
21506016: Ward 16,40.188778368216866
21506017: Ward 17,39.041675136540206
21506018: Ward 18,34.52600548767308
21506019: Ward 19,38.69554178408571
21506020: Ward 20,37.2045196537459
21506021: Ward 21,36.25437771022471
21506022: Ward 22,38.7856206168127
21506023: Ward 23,37.98341458917771
21506024: Ward 24,40.78421230856752
21506025: Ward 25,42.13068082486435
21506026: Ward 26,35.68162734354137
21507001: Ward 1,27.49286619402461
21507002: Ward 2,25.83197892623477
21507003: Ward 3,25.4453566492844
21507004: Ward 4,25.74242638781734
21507005: Ward 5,17.34647369118099
21507006: Ward 6,15.551015143473624
21507007: Ward 7,22.283977635466854
21507008: Ward 8,20.275168561613718
21507009: Ward 9,25.097428054903645
21507010: Ward 10,34.661489523377966
21507011: Ward 11,33.52917935591902
21507012: Ward 12,30.371370736884224
21507013: Ward 13,23.1169861836917
21507014: Ward 14,32.510756861537466
21507015: Ward 15,39.539715730045735
21507016: Ward 16,37.401157750976225
21507017: Ward 17,41.958996324630235
21507018: Ward 18,39.274201878039165
21507019: Ward 19,37.31688100556743
21507020: Ward 20,41.13037962396603
21507021: Ward 21,38.579655476811794
21507022: Ward 22,39.482865244664836
21507023: Ward 23,36.944257412215904
21507024: Ward 24,39.16727013900753
21507025: Ward 25,43.32525462615314
21507026: Ward 26,40.9110642443674
21507027: Ward 27,43.022226137339466
21507028: Ward 28,36.92953602728365
21507029: Ward 29,34.95473225795511
21507030: Ward 30,29.92944332601517
21507031: Ward 31,40.11614896626115
21507032: Ward 32,35.27101286721883
21507033: Ward 33,30.90688337050538
21507034: Ward 34,40.47832124553411
21507035: Ward 35,36.224008698181436
24401001: Ward 1,30.730258777496818
24401002: Ward 2,33.92781456737625
24401003: Ward 3,36.2535177550284
24401004: Ward 4,37.35225561854868
24401005: Ward 5,36.935781183770324
24401006: Ward 6,36.05188656723108
24401007: Ward 7,39.4742524886247
24401008: Ward 8,35.98214709715709
24401009: Ward 9,38.51857530392658
24401010: Ward 10,38.27713867957611
24401011: Ward 11,38.07403941447485
24401012: Ward 12,36.466643689613186
24401013: Ward 13,35.26474875676651
24401014: Ward 14,37.076033142753566
24401015: Ward 15,39.995667492442095
24401016: Ward 16,38.67430767851771
24401017: Ward 17,36.68299496811041
24401018: Ward 18,37.11378821058512
24401019: Ward 19,15.362325209314486
24401020: Ward 20,28.944205516835126
24401021: Ward 21,34.56899158962217
24401022: Ward 22,37.82163072507179
24401023: Ward 23,37.018876516403985
24401024: Ward 24,38.05445288039515
24401025: Ward 25,36.47174537388937
24401026: Ward 26,23.0249015599127
24402001: Ward 1,37.04394918330049
24402002: Ward 2,42.330378673599874
24402003: Ward 3,39.3305329100812
24402004: Ward 4,38.398202196055074
24402005: Ward 5,40.1151440901286
24402006: Ward 6,40.08967744390391
24402007: Ward 7,30.70304104163609
24402008: Ward 8,37.011964779482526
24402009: Ward 9,34.85594259753793
24402010: Ward 10,42.73321549367574
24402011: Ward 11,40.18190020242177
24402012: Ward 12,39.591087097258516
24402013: Ward 13,40.270589690399184
24402014: Ward 14,40.78176944103674
24402015: Ward 15,37.25601346034963
24402016: Ward 16,33.61747832393665
24402017: Ward 17,34.36445710028088
24402018: Ward 18,25.97616907390569
24402019: Ward 19,37.64874936017502
24402020: Ward 20,37.689932607314674
24402021: Ward 21,38.12047139328284
24402022: Ward 22,35.33320832491116
24402023: Ward 23,40.16855613950363
24402024: Ward 24,41.01577611170438
24402025: Ward 25,37.51478276296906
24402026: Ward 26,41.77923314393596
24402027: Ward 27,33.255563266347664
24403001: Ward 1,32.04450202163983
24403002: Ward 2,42.90736281255028
24403003: Ward 3,38.74882609117135
24403004: Ward 4,41.201502611101894
24403005: Ward 5,39.536920149293266
24403006: Ward 6,39.492050410304564
24403007: Ward 7,36.48632868343664
24403008: Ward 8,38.80336712776999
24403009: Ward 9,40.22692663495782
24403010: Ward 10,40.59948689644068
24403011: Ward 11,41.81438027289636
24403012: Ward 12,42.420773719306624
24403013: Ward 13,33.84778504106358
24403014: Ward 14,42.06576348715014
24403015: Ward 15,42.49206819111358
24403016: Ward 16,41.579751891681354
24403017: Ward 17,36.044790221190596
24403018: Ward 18,38.11678028336354
24403019: Ward 19,39.618151871121235
24403020: Ward 20,39.65587255983403
24403021: Ward 21,39.58204352420015
24403022: Ward 22,38.61603757527636
24403023: Ward 23,34.054922660926074
24403024: Ward 24,27.121356705903658
24403025: Ward 25,41.6251783917926
24403026: Ward 26,38.334647139623534
24403027: Ward 27,41.64317899675368
24403028: Ward 28,41.042895166554196
24403029: Ward 29,37.34004200027205
24403030: Ward 30,38.76474307640518
24403031: Ward 31,39.45071153203624
24404001: Ward 1,41.43499115342846
24404002: Ward 2,41.66631367054468
24404003: Ward 3,43.18103164364493
24404004: Ward 4,41.686383992489915
24404005: Ward 5,43.53193059765927
24404006: Ward 6,41.61758314823104
24404007: Ward 7,40.394173074483476
24404008: Ward 8,36.220084544720926
24404009: Ward 9,32.21223841517931
24404010: Ward 10,39.61825965548044
24404011: Ward 11,39.510251096493306
24404012: Ward 12,39.515334530728204
24404013: Ward 13,37.66908154517304
24404014: Ward 14,39.02936490708513
24404015: Ward 15,42.43255259074756
24404016: Ward 16,41.11396848000893
24404017: Ward 17,44.76885414867813
29200001: Ward 1,23.009377205830305
29200002: Ward 2,24.997025231907053
29200003: Ward 3,18.510340574940223
29200004: Ward 4,8.173028624326287
29200005: Ward 5,27.55266185639487
29200006: Ward 6,25.84173868857699
29200007: Ward 7,27.523009933549623
29200008: Ward 8,26.79581400965222
29200009: Ward 9,17.683613795751434
29200010: Ward 10,19.132658012485688
29200011: Ward 11,26.930854930688287
29200012: Ward 12,25.104932109332626
29200013: Ward 13,26.052359793412393
29200014: Ward 14,25.683522646873847
29200015: Ward 15,15.896016954779501
29200016: Ward 16,16.71828503464036
29200017: Ward 17,27.23097961417084
29200018: Ward 18,9.816095471959157
29200019: Ward 19,18.00611077842788
29200020: Ward 20,23.899328858634924
29200021: Ward 21,22.274276119808984
29200022: Ward 22,22.365342886945065
29200023: Ward 23,23.614708646515123
29200024: Ward 24,27.815511283877488
29200025: Ward 25,22.647039998858713
29200026: Ward 26,30.8248171612247
29200027: Ward 27,8.552421239065387
29200028: Ward 28,16.060457080058605
29200029: Ward 29,18.782400211145912
29200030: Ward 30,25.09769366122336
29200031: Ward 31,18.80916750114462
29200032: Ward 32,34.9230792269244
29200033: Ward 33,32.4054710346953
29200034: Ward 34,28.371904216025644
29200035: Ward 35,17.959004138924065
29200036: Ward 36,27.89538248421916
29200037: Ward 37,15.659586338378835
29200038: Ward 38,31.22310576053253
29200039: Ward 39,20.993290921595168
29200040: Ward 40,30.47117290714475
29200041: Ward 41,19.926676140921565
29200042: Ward 42,25.45399843823201
29200043: Ward 43,23.039236932386636
29200044: Ward 44,18.866154034116782
29200045: Ward 45,24.02600984503884
29200046: Ward 46,17.75220616905366
29200047: Ward 47,16.923261540814885
29200048: Ward 48,23.88182215256909
29200049: Ward 49,35.41713973934822
29200050: Ward 50,26.211032744383896
29300001: Ward 1,9.51350592244318
29300002: Ward 2,10.94958583947495
29300003: Ward 3,8.079537649217517
29300004: Ward 4,22.64412359602185
29300005: Ward 5,13.845256001843262
29300006: Ward 6,7.201416272718939
29300007: Ward 7,10.695635995700167
29300008: Ward 8,6.746513841474409
29300009: Ward 9,7.267583411881063
29300010: Ward 10,13.030602040178696
29300011: Ward 11,11.47767868404036
29300012: Ward 12,10.594909280290013
29300013: Ward 13,22.1091451545035
29300014: Ward 14,21.4546716099836
29300015: Ward 15,23.464003866611808
29300016: Ward 16,24.5870872008069
29300017: Ward 17,24.21449164054754
29300018: Ward 18,24.566641319297354
29300019: Ward 19,25.174402532412174
29300020: Ward 20,23.2625420287056
29300021: Ward 21,22.426262977029275
29300022: Ward 22,22.21230452754187
29300023: Ward 23,20.0061531148934
29300024: Ward 24,22.80447612438768
29300025: Ward 25,21.927794596556623
29300026: Ward 26,22.354592985264393
29300027: Ward 27,24.576910004574444
29300028: Ward 28,20.000827906447036
29300029: Ward 29,15.175366808897309
29300030: Ward 30,20.498008887464202
29300031: Ward 31,15.398961045325157
29300032: Ward 32,18.53308036938083
29300033: Ward 33,23.591133919694933
29300034: Ward 34,16.744389600889512
29300035: Ward 35,15.806632742919316
29300036: Ward 36,18.038236458062613
29300037: Ward 37,21.24887441578184
29300038: Ward 38,22.374650360521976
29300039: Ward 39,7.61484197551803
29300040: Ward 40,15.870812248687134
29300041: Ward 41,20.913853000111423
29300042: Ward 42,25.49112867208688
29300043: Ward 43,23.46904908093037
29300044: Ward 44,23.44476070984702
29300045: Ward 45,21.725442483145063
29300046: Ward 46,21.281991013194318
29300047: Ward 47,24.09476377846311
29300048: Ward 48,15.876028810940165
29300049: Ward 49,14.926091811437114
29300050: Ward 50,23.208473530148765
29300051: Ward 51,7.7687434390298735
29300052: Ward 52,12.061125201457234
29300053: Ward 53,14.392078454967153
29300054: Ward 54,24.367534658155513
29300055: Ward 55,24.271794692815938
29300056: Ward 56,23.21674020364467
29300057: Ward 57,23.201560222437394
29300058: Ward 58,20.191716301720902
29300059: Ward 59,17.405401045692976
29300060: Ward 60,16.48288845938483
10101001: Ward 1,16.414196552819273
10101002: Ward 2,14.436881960159592
10101003: Ward 3,17.709537714418524
10101004: Ward 4,17.300058504335645
10101005: Ward 5,11.698639563490051
10101006: Ward 6,16.02268976383605
10101007: Ward 7,13.28583166158258
10101008: Ward 8,13.932247958413843
10102001: Ward 1,17.23734918973146
10102002: Ward 2,13.372068314085784
10102003: Ward 3,15.790409522238576
10102004: Ward 4,15.366981275553547
10102005: Ward 5,13.100829703049826
10102006: Ward 6,22.10766696348453
10103001: Ward 1,11.195566345675797
10103002: Ward 2,18.885331827729328
10103003: Ward 3,11.718370999305613
10103004: Ward 4,16.64006254292635
10103005: Ward 5,15.196733243442257
10103006: Ward 6,10.216863562069502
10103007: Ward 7,12.040187995856268
10104001: Ward 1,16.3982743707292
10104002: Ward 2,17.415001122182524
10104003: Ward 3,10.605378351288811
10104004: Ward 4,17.791737162324846
10104005: Ward 5,6.5459981123940665
10104006: Ward 6,8.73133210183944
10104007: Ward 7,14.640560650209997
10104008: Ward 8,6.662184760697494
10104009: Ward 9,15.63981374109718
10104010: Ward 10,8.688923582742827
10104011: Ward 11,10.536835952808046
10104012: Ward 12,17.701725772799847
10104013: Ward 13,10.494899753547703
10105001: Ward 1,11.655021466631826
10105002: Ward 2,13.481984657371294
10105003: Ward 3,13.554872320427268
10105004: Ward 4,15.289376081915256
10105005: Ward 5,10.411471198395626
10105006: Ward 6,14.662352520272941
10105007: Ward 7,15.237370948882727
10105008: Ward 8,10.466349378220153
10105009: Ward 9,19.204093308847256
10105010: Ward 10,7.788233406984945
10105011: Ward 11,16.561076028081324
10105012: Ward 12,14.731866072322216
10202001: Ward 1,21.93294958552579
10202002: Ward 2,13.8787464934489
10202003: Ward 3,11.947341668104277
10202004: Ward 4,13.099119036419006
10202005: Ward 5,12.302963715333963
10202006: Ward 6,15.985886090425486
10202007: Ward 7,14.4046270652831
10202008: Ward 8,13.723320822528155
10202009: Ward 9,11.071100517455568
10202010: Ward 10,17.92201340495435
10202011: Ward 11,15.555672830104749
10202012: Ward 12,16.648329562702116
10203001: Ward 1,12.635453841759594
10203002: Ward 2,6.880310633340673
10203003: Ward 3,13.702191352612777
10203004: Ward 4,7.367752777514758
10203005: Ward 5,18.662009625215404
10203006: Ward 6,21.08264450486941
10203007: Ward 7,13.72492417992515
10203008: Ward 8,20.768681613337243
10203009: Ward 9,20.804526565376715
10203010: Ward 10,14.36342281879421
10203011: Ward 11,12.858437787228377
10203012: Ward 12,21.130871750068167
10203013: Ward 13,15.237965598327932
10203014: Ward 14,19.093573207289257
10203015: Ward 15,5.796824313134562
10203016: Ward 16,23.91750230005907
10203017: Ward 17,11.00860734626516
10203018: Ward 18,11.648894262633537
10203019: Ward 19,8.338275114768269
10203020: Ward 20,13.246389124934248
10203021: Ward 21,18.342220486246596
10203022: Ward 22,9.908495108931627
10203023: Ward 23,10.99601962142467
10203024: Ward 24,21.09917907552005
10203025: Ward 25,14.808597159939463
10203026: Ward 26,13.406106152766801
10203027: Ward 27,16.659859149736334
10203028: Ward 28,11.641599168954354
10203029: Ward 29,10.501103585500978
10203030: Ward 30,17.560785344118095
10203031: Ward 31,15.186338396792047
10204001: Ward 1,14.806051399773276
10204002: Ward 2,19.17777652904947
10204003: Ward 3,12.797384404830222
10204004: Ward 4,10.814170719009773
10204005: Ward 5,12.342461574054402
10204006: Ward 6,10.818305746457204
10204007: Ward 7,16.293728657928156
10204008: Ward 8,13.445484260198105
10204009: Ward 9,17.293073945004817
10204010: Ward 10,21.87434823979323
10204011: Ward 11,15.218634100602383
10204012: Ward 12,23.695801996205127
10204013: Ward 13,15.04520848654612
10204014: Ward 14,23.106755401287575
10204015: Ward 15,23.708671405924523
10204016: Ward 16,15.94269611661673
10204017: Ward 17,9.142101494473152
10204018: Ward 18,19.616887472219542
10204019: Ward 19,13.598332520301529
10204020: Ward 20,12.314859228602936
10204021: Ward 21,7.979618001219114
10204022: Ward 22,7.069664457214688
10205001: Ward 1,17.78464387266651
10205002: Ward 2,20.04626538835789
10205003: Ward 3,19.803042091238325
10205004: Ward 4,19.76199649699081
10205005: Ward 5,15.393624426556315
10205006: Ward 6,8.139392688067653
10205007: Ward 7,8.220720873489167
10205008: Ward 8,17.22640326622335
10205009: Ward 9,15.511667100928728
10205010: Ward 10,16.612125358994966
10205011: Ward 11,13.861387736182778
10205012: Ward 12,11.4310825459114
10205013: Ward 13,12.253465152709028
10205014: Ward 14,14.056468555894574
10205015: Ward 15,7.64016366369845
10205016: Ward 16,23.243196117190486
10205017: Ward 17,26.37552146603793
10205018: Ward 18,20.31407770483377
10205019: Ward 19,18.411946502943437
10205020: Ward 20,16.967149690393533
10205021: Ward 21,18.004058459175063
10206001: Ward 1,10.99473399537769
10206002: Ward 2,13.84364342331124
10206003: Ward 3,15.9888997371505
10206004: Ward 4,22.185313243985842
10206005: Ward 5,13.800155914455999
10206006: Ward 6,13.443770328111572
10206007: Ward 7,12.110131498797365
10206008: Ward 8,14.348863418075911
10206009: Ward 9,14.840489191754596
10206010: Ward 10,27.195422533611218
10206011: Ward 11,13.973457127893642
10206012: Ward 12,16.70254329652196
10304001: Ward 1,11.033508374600673
10304002: Ward 2,14.11068072188163
10304003: Ward 3,14.304735290671326
10304004: Ward 4,10.274822797742747
10304005: Ward 5,18.231223863007095
10301001: Ward 1,13.980049040837335
10301002: Ward 2,17.309662983310158
